perfume_index,similar_perfume_index,rounded_percentage_match
2852,9243,54
2853,5226,58
2853,10463,48
2853,5195,48
2854,8725,54
2854,4754,51
2854,615,49
2855,1239,55
2855,7148,53
2855,3034,51
2856,484,68
2856,3509,57
2856,5087,51
2857,1232,61
2857,1235,60
2857,1233,58
2858,5612,92
2858,7217,56
2858,4113,54
2859,10398,58
2859,10391,58
2859,2874,54
2860,2063,63
2860,468,62
2860,10808,53
2861,2055,54
2861,9314,52
2861,10608,50
2862,8685,81
2862,6508,56
2862,10379,56
2863,5879,69
2863,4359,66
2863,2698,64
2864,5147,72
2864,224,71
2864,4018,67
2865,8913,50
2865,3087,49
2865,8248,47
2866,4085,71
2866,9652,70
2866,2678,65
2867,10249,81
2867,558,68
2867,3201,64
2868,9968,56
2868,4472,53
2868,9271,52
2869,3445,70
2869,3505,67
2869,212,63
2870,8265,74
2870,7052,62
2870,9225,61
2871,6523,79
2871,10231,72
2871,8110,70
2872,9084,65
2872,8248,63
2872,10459,63
2873,3861,76
2873,10783,70
2873,5491,69
2874,2517,62
2874,3959,58
2874,10282,58
2875,7297,55
2875,3843,53
2875,6523,51
2876,938,79
2876,8938,79
2876,7603,74
2877,9460,77
2877,8914,72
2877,5946,72
2878,2878,100
2878,4358,100
2878,7424,75
2879,10805,84
2879,5131,75
2879,764,56
2880,3727,57
2880,2935,55
2880,8895,54
2881,2386,63
2881,6765,60
2881,9142,59
2882,7747,66
2882,5979,61
2882,4123,56
2883,1414,67
2883,2568,65
2883,445,59
2884,7125,92
2884,2200,90
2884,828,83
2885,1845,76
2885,8389,75
2885,7480,69
2886,3985,85
2886,8804,67
2886,5084,67
2887,8932,91
2887,2246,88
2887,1517,88
2888,2919,52
2888,1816,50
2888,7768,50
2889,8756,61
2889,1703,58
2889,1166,56
2890,417,71
2890,404,71
2890,2394,69
2891,3372,97
2891,5339,52
2891,2102,52
2892,8501,75
2892,9906,75
2892,7609,59
2893,9898,60
2893,5115,50
2893,8103,49
2894,7178,90
2894,5375,83
2894,3565,58
2895,7739,71
2895,5142,71
2895,8994,58
2896,1708,73
2896,8971,63
2896,7991,59
2897,6219,73
2897,4444,70
2897,10725,66
2898,6164,68
2898,4764,60
2898,8079,54
2899,4609,73
2899,342,72
2899,10005,65
2900,1834,69
2900,6411,68
2900,10656,68
2901,715,63
2901,3021,59
2901,7856,56
2902,4472,66
2902,1455,53
2902,7059,52
2903,829,61
2903,8804,59
2903,1403,58
2904,2287,47
2904,10378,45
2904,8651,44
2905,3971,55
2905,5697,55
2905,6690,55
2906,6977,57
2906,1296,52
2906,6675,51
2907,10063,61
2907,9549,57
2907,4311,47
2908,3093,63
2908,7231,58
2908,5517,56
2909,829,60
2909,9160,56
2909,4218,51
2910,239,55
2910,4466,50
2910,4272,49
2911,6106,46
2911,4775,41
2911,8777,39
2912,3176,53
2912,3177,52
2912,2997,50
2913,10796,67
2913,6886,66
2913,9720,62
2914,8670,57
2914,1245,54
2914,3768,53
2915,6781,56
2915,7820,53
2915,7678,51
2916,4961,72
2916,10255,68
2916,1458,62
2917,10796,70
2917,3595,68
2917,7960,65
2918,6968,55
2918,5878,54
2918,9336,53
2919,9680,60
2919,3804,59
2919,8475,55
2920,9315,65
2920,8648,60
2920,9522,45
2921,8837,50
2921,8429,49
2921,5207,47
2922,6783,59
2922,8110,59
2922,3150,57
2923,7945,54
2923,8173,48
2923,3535,43
2924,4611,59
2924,4408,55
2924,8264,50
2925,3904,57
2925,5764,56
2925,6717,54
2926,5323,48
2926,7114,46
2926,4576,46
2927,6320,56
2927,9424,55
2927,6501,52
2928,6171,60
2928,8780,31
2928,7229,28
2929,1294,68
2929,7795,65
2929,10413,62
2930,4815,57
2930,1675,51
2930,7204,51
2931,1831,54
2931,8221,53
2931,6786,53
2932,8126,70
2932,2743,68
2932,6782,67
2933,9909,90
2933,1271,80
2933,4483,75
2934,6949,65
2934,5757,64
2934,4190,61
2935,1614,82
2935,3565,79
2935,8298,73
2936,3658,33
2936,8265,33
2936,9360,32
2937,2197,76
2937,2447,73
2937,6424,71
2938,3724,87
2938,2669,87
2938,6753,87
2939,9518,70
2939,9286,68
2939,4927,63
2940,2656,47
2940,8223,46
2940,4229,46
2941,4890,44
2941,7820,44
2941,44,42
2942,2942,100
2942,306,71
2942,6609,57
2943,1821,64
2943,9663,62
2943,1752,61
2944,1163,78
2944,9406,71
2944,14,67
2945,5443,82
2945,4686,82
2945,2050,67
2946,1945,69
2946,6989,55
2946,10236,55
2947,8001,56
2947,1802,53
2947,4607,52
2948,7901,51
2948,9151,50
2948,9811,49
2949,2470,50
2949,4240,50
2949,10207,47
2950,6338,52
2950,5783,48
2950,2250,48
2951,7683,62
2951,6376,62
2951,2952,61
2952,6376,81
2952,1454,64
2952,10808,63
2953,9978,47
2953,5775,41
2953,1298,38
2954,3218,56
2954,7915,52
2954,3271,49
2955,3413,61
2955,4854,61
2955,4817,60
2956,3075,56
2956,8607,51
2956,7836,51
2957,6952,51
2957,2299,48
2957,2302,48
2958,980,61
2958,9655,55
2958,9849,52
2959,7004,48
2959,1547,46
2959,2605,42
2960,1242,51
2960,5998,50
2960,5999,50
2961,9874,49
2961,8114,49
2961,9722,47
2962,7289,59
2962,1394,55
2962,3316,50
2963,6947,61
2963,1175,60
2963,632,57
2964,6550,59
2964,6556,59
2964,4388,55
2965,6071,70
2965,6545,63
2965,3817,61
2966,4228,49
2966,3880,47
2966,5525,47
2967,1978,67
2967,2097,51
2967,338,51
2968,2351,65
2968,2899,61
2968,2256,55
2969,8625,69
2969,78,66
2969,2672,59
2970,9512,78
2970,10399,72
2970,4113,69
2971,10629,54
2971,10640,51
2971,648,47
2972,2972,100
2972,9955,77
2972,3021,62
2973,2972,100
2973,9955,77
2973,3021,62
2974,9914,80
2974,4180,78
2974,6076,73
2975,7639,77
2975,4072,69
2975,4071,69
2976,4748,70
2976,9914,69
2976,3485,68
2977,9978,45
2977,5775,43
2977,807,43
2978,9785,58
2978,9240,56
2978,2235,55
2979,7821,65
2979,8544,57
2979,9748,52
2980,9665,76
2980,3804,68
2980,3095,68
2981,2984,72
2981,5069,61
2981,421,59
2982,584,63
2982,4261,63
2982,4086,60
2983,9467,52
2983,421,48
2983,2284,48
2984,2981,72
2984,421,65
2984,7794,62
2985,3658,61
2985,4782,56
2985,9930,55
2986,3115,64
2986,1661,63
2986,5709,62
2987,9904,51
2987,9798,50
2987,8321,49
2988,4938,63
2988,760,61
2988,280,59
2989,8876,70
2989,4060,64
2989,8878,64
2990,8965,81
2990,5207,81
2990,9871,80
2991,3006,74
2991,5525,48
2991,2719,43
2992,10058,71
2992,3922,68
2992,4045,67
2993,3922,74
2993,829,60
2993,3595,60
2994,2425,55
2994,6067,53
2994,819,50
2995,8666,59
2995,9952,58
2995,9786,58
2996,8337,57
2996,10513,47
2996,10306,45
2997,5082,68
2997,5084,66
2997,2912,50
2998,3014,61
2998,9062,54
2998,559,51
2999,836,62
2999,8557,57
2999,8545,57
3000,4049,55
3000,5790,50
3000,95,50
3001,1289,60
3001,2135,58
3001,3710,52
3002,1593,59
3002,9481,59
3002,8667,58
3003,9608,43
3003,9215,43
3003,312,42
3004,5267,75
3004,9678,71
3004,7050,70
3005,9481,60
3005,8687,59
3005,3535,58
3006,2991,74
3006,2719,53
3006,1669,50
3007,6584,63
3007,8084,61
3007,3008,60
3008,3007,60
3008,4829,58
3008,4250,51
3009,8777,43
3009,2351,39
3009,9065,37
3010,8206,71
3010,7057,69
3010,3326,69
3011,7535,71
3011,3831,66
3011,6609,61
3012,6040,62
3012,7413,60
3012,9211,57
3013,4045,78
3013,2333,64
3013,2336,64
3014,8266,69
3014,6968,68
3014,9062,67
3015,5402,62
3015,9055,60
3015,871,60
3016,1293,50
3016,7275,49
3016,7354,48
3017,2552,72
3017,4125,69
3017,3984,64
3018,8804,60
3018,5642,57
3018,6554,55
3019,3657,59
3019,3762,59
3019,9741,59
3020,8812,62
3020,9378,61
3020,3066,57
3021,715,77
3021,9955,67
3021,3145,62
3022,8879,79
3022,9515,72
3022,3727,72
3023,8244,62
3023,9753,57
3023,344,56
3024,10414,64
3024,2744,48
3024,4056,47
3025,9704,79
3025,7175,76
3025,1049,72
3026,8872,89
3026,712,80
3026,1893,78
3027,7338,65
3027,3033,61
3027,10656,59
3028,3032,81
3028,7338,67
3028,4656,59
3029,3030,90
3029,404,60
3029,417,60
3030,3029,90
3030,404,61
3030,417,61
3031,1692,70
3031,8608,62
3031,4389,60
3032,3028,81
3032,7338,59
3032,2985,55
3033,7338,71
3033,4656,63
3033,3027,61
3034,2231,70
3034,7338,66
3034,6062,63
3035,4369,49
3035,3303,47
3035,3087,46
3036,8580,64
3036,218,61
3036,5733,60
3037,9678,75
3037,1450,67
3037,2490,63
3038,3545,56
3038,8372,56
3038,7427,51
3039,6789,35
3039,7672,35
3039,7805,35
3040,10683,59
3040,9965,59
3040,6039,57
3041,4681,59
3041,1204,46
3041,8348,43
3042,3565,76
3042,4576,76
3042,6594,71
3043,4705,73
3043,736,69
3043,5969,63
3044,6609,61
3044,5311,57
3044,9676,54
3045,10697,58
3045,4419,50
3045,6727,48
3046,7088,62
3046,3810,56
3046,3814,56
3047,8215,59
3047,7480,53
3047,3539,49
3048,4412,80
3048,5652,68
3048,9491,63
3049,9319,76
3049,6023,62
3049,5722,60
3050,5733,58
3050,7489,55
3050,9424,55
3051,8456,50
3051,6422,46
3051,6179,46
3052,7972,66
3052,6279,63
3052,9936,61
3053,10742,55
3053,6647,48
3053,3505,48
3054,2040,74
3054,9847,68
3054,10413,61
3055,8252,56
3055,2116,54
3055,8604,53
3056,8245,45
3056,777,45
3056,6320,44
3057,7002,58
3057,6924,54
3057,6553,51
3058,2564,62
3058,9527,57
3058,2873,56
3059,1360,84
3059,4389,67
3059,4425,66
3060,8254,77
3060,4517,70
3060,4515,70
3061,345,72
3061,4283,62
3061,5952,60
3062,1346,76
3062,3022,67
3062,8879,65
3063,9481,71
3063,4714,67
3063,3002,54
3064,4759,66
3064,4335,63
3064,2285,61
3065,9240,67
3065,2337,62
3065,9955,61
3066,10251,59
3066,9872,58
3066,3020,57
3067,7044,53
3067,2490,49
3067,7967,48
3068,3824,67
3068,9286,64
3068,3021,57
3069,8054,67
3069,1479,57
3069,6944,51
3070,2847,71
3070,10174,65
3070,6519,64
3071,6274,78
3071,4423,64
3071,10261,63
3072,10696,56
3072,9478,51
3072,1648,49
3073,508,50
3073,2757,40
3073,1393,40
3074,2039,52
3074,3154,51
3074,7698,46
3075,2956,56
3075,4879,45
3075,9766,41
3076,2265,51
3076,9549,50
3076,1911,49
3077,10414,49
3077,7987,44
3077,6262,43
3078,3218,56
3078,5400,56
3078,7041,53
3079,4724,54
3079,3447,51
3079,5389,45
3080,3807,53
3080,3808,51
3080,9009,51
3081,2090,57
3081,2037,55
3081,7603,55
3082,1332,70
3082,945,63
3082,736,61
3083,10334,41
3083,6572,41
3083,2046,40
3084,2331,44
3084,9060,40
3084,4967,39
3085,3205,70
3085,8852,67
3085,8019,55
3086,725,71
3086,6436,68
3086,6625,66
3087,6419,83
3087,10459,83
3087,8248,82
3088,7338,58
3088,3087,57
3088,9919,57
3089,3087,51
3089,3180,49
3089,6993,48
3090,2448,65
3090,5605,61
3090,6316,59
3091,2443,89
3091,6626,73
3091,2598,71
3092,10655,64
3092,3087,61
3092,10067,59
3093,7231,65
3093,5517,64
3093,2908,63
3094,10361,81
3094,9817,76
3094,5711,75
3095,727,68
3095,2980,68
3095,10700,57
3096,5855,58
3096,4658,52
3096,610,51
3097,7758,61
3097,3988,55
3097,9135,55
3098,6412,57
3098,6418,57
3098,7974,55
3099,10236,65
3099,1438,65
3099,2845,64
3100,10245,65
3100,7498,59
3100,7499,59
3101,7730,64
3101,2365,62
3101,8369,61
3102,7747,76
3102,10281,69
3102,8159,67
3103,4318,45
3103,371,45
3103,10655,45
3104,9872,64
3104,10210,61
3104,4262,56
3105,6222,95
3105,494,80
3105,6214,77
3106,6654,62
3106,6653,62
3106,5628,58
3107,9012,74
3107,6762,67
3107,6397,66
3108,1661,77
3108,8380,77
3108,9217,75
3109,3212,65
3109,1888,61
3109,888,58
3110,6491,43
3110,4251,42
3110,7335,41
3111,1218,99
3111,10107,99
3111,8867,99
3112,3114,74
3112,8079,62
3112,3113,58
3113,8987,64
3113,6210,60
3113,10355,59
3114,3112,74
3114,9423,66
3114,1811,65
3115,2835,79
3115,5837,77
3115,147,76
3116,9757,56
3116,2873,55
3116,8440,53
3117,9565,73
3117,7805,68
3117,6789,65
3118,1536,62
3118,8625,62
3118,2969,57
3119,2302,74
3119,2299,74
3119,6952,71
3120,5067,54
3120,1701,53
3120,9846,53
3121,5452,73
3121,6318,67
3121,5976,65
3122,9172,53
3122,2449,52
3122,3579,48
3123,3123,100
3123,2766,59
3123,7726,54
3124,3124,100
3124,9658,71
3124,9656,65
3125,3134,100
3125,9378,81
3125,1362,76
3126,2583,55
3126,2136,55
3126,3827,53
3127,10629,61
3127,4686,59
3127,9027,54
3128,3124,100
3128,9658,71
3128,9656,65
3129,57,73
3129,10565,63
3129,859,57
3130,8883,49
3130,2507,45
3130,1505,43
3131,9408,55
3131,4267,54
3131,8134,52
3132,4209,48
3132,1107,44
3132,8210,43
3133,3123,100
3133,2766,59
3133,7726,54
3134,3134,100
3134,9378,81
3134,1362,76
3135,9019,74
3135,7609,73
3135,2070,67
3136,2742,69
3136,371,63
3136,8857,57
3137,2111,66
3137,10647,59
3137,3540,58
3138,402,63
3138,177,52
3138,151,52
3139,3238,52
3139,6766,51
3139,6834,47
3140,6570,54
3140,1135,53
3140,5381,52
3141,4081,69
3141,3134,69
3141,3125,69
3142,1536,69
3142,1715,59
3142,9531,59
3143,4047,78
3143,7549,70
3143,3219,59
3144,2749,68
3144,8936,64
3144,6033,63
3145,1188,63
3145,3021,62
3145,5217,60
3146,10162,63
3146,4946,63
3146,6943,63
3147,10052,82
3147,3953,80
3147,5648,78
3148,3786,78
3148,210,58
3148,8019,58
3149,7856,56
3149,4896,54
3149,5334,51
3150,730,82
3150,2812,67
3150,5399,63
3151,6609,61
3151,5567,60
3151,6057,58
3152,3582,64
3152,3968,54
3152,2480,53
3153,7968,52
3153,7286,49
3153,8357,49
3154,1361,66
3154,6538,65
3154,4892,60
3155,9863,43
3155,8896,43
3155,7381,43
3156,8671,69
3156,7138,67
3156,5132,61
3157,7843,49
3157,10707,48
3157,4919,46
3158,3718,59
3158,1403,57
3158,10783,57
3159,6490,62
3159,7540,54
3159,9506,47
3160,6949,52
3160,3161,50
3160,9566,49
3161,1539,73
3161,2372,68
3161,3235,63
3162,9958,57
3162,3829,56
3162,1110,54
3163,7720,57
3163,9851,57
3163,3168,54
3164,1245,52
3164,5014,52
3164,4505,51
3165,1361,52
3165,10403,52
3165,6538,52
3166,6042,56
3166,10275,51
3166,4090,50
3167,3931,51
3167,6207,51
3167,1331,49
3168,4442,56
3168,1611,55
3168,3163,54
3169,3170,93
3169,4867,68
3169,6119,68
3170,3169,93
3170,6119,67
3170,1362,63
3171,3186,66
3171,10808,66
3171,6039,63
3172,2780,73
3172,5619,63
3172,6817,62
3173,6193,59
3173,7026,57
3173,8657,57
3174,3174,100
3174,209,48
3174,9528,45
3175,10360,62
3175,4490,60
3175,7974,57
3176,3177,99
3176,6649,70
3176,2172,69
3177,3176,99
3177,6649,69
3177,2172,68
3178,3178,100
3178,9915,62
3178,4385,57
3179,1284,100
3179,7596,64
3179,1673,58
3180,10334,51
3180,3089,49
3180,1059,49
3181,3181,100
3181,3188,100
3181,5205,69
3182,4894,74
3182,1361,68
3182,7081,61
3183,2369,62
3183,8250,62
3183,5960,61
3184,275,59
3184,1201,57
3184,4490,54
3185,3181,100
3185,3188,100
3185,5205,69
3186,3171,66
3186,9117,63
3186,4291,58
3187,2551,60
3187,1539,56
3187,7997,54
3188,3181,100
3188,3188,100
3188,5205,69
3189,3174,100
3189,209,48
3189,9528,45
3190,6616,46
3190,1989,30
3190,9894,25
3191,3191,100
3191,2536,62
3191,1723,58
3192,9529,92
3192,5651,88
3192,9213,75
3193,4262,73
3193,742,60
3193,8430,57
3194,6747,98
3194,1521,93
3194,8269,93
3195,3199,69
3195,8535,58
3195,581,57
3196,3974,64
3196,1990,62
3196,10286,58
3197,5820,68
3197,5968,67
3197,9795,60
3198,3204,68
3198,3203,68
3198,2763,56
3199,3195,69
3199,8535,69
3199,581,68
3200,6919,67
3200,3202,64
3200,8612,64
3201,5392,89
3201,4370,79
3201,4060,79
3202,10586,73
3202,3200,64
3202,8511,62
3203,3204,100
3203,3198,68
3203,5559,53
3204,3204,100
3204,3198,68
3204,5559,53
3205,3085,70
3205,3707,66
3205,8852,65
3206,4451,69
3206,479,59
3206,8511,58
3207,8810,86
3207,9591,85
3207,724,76
3208,5645,57
3208,3240,53
3208,4262,48
3209,3238,64
3209,9481,57
3209,1398,55
3210,9298,67
3210,5433,63
3210,1270,62
3211,1285,76
3211,1728,65
3211,4579,55
3212,3109,65
3212,862,62
3212,1036,56
3213,4763,73
3213,7653,59
3213,7871,55
3214,7553,61
3214,10348,59
3214,2248,53
3215,4082,63
3215,7599,53
3215,10344,53
3216,689,48
3216,462,42
3216,6562,40
3217,7551,62
3217,2705,61
3217,5201,60
3218,7162,68
3218,2076,63
3218,7631,62
3219,4047,64
3219,7549,62
3219,3143,59
3220,1002,48
3220,4610,46
3220,3166,45
3221,4749,43
3221,4899,42
3221,2560,42
3222,1368,46
3222,761,45
3222,5782,44
3223,9906,59
3223,8501,54
3223,8638,54
3224,203,50
3224,3297,43
3224,8192,42
3225,5872,55
3225,9855,51
3225,10270,49
3226,2662,51
3226,1471,49
3226,8044,47
3227,574,74
3227,10554,69
3227,6039,56
3228,4760,41
3228,6102,41
3228,3491,40
3229,9697,39
3229,608,35
3229,3624,35
3230,8029,65
3230,4397,62
3230,4404,58
3231,2367,58
3231,3968,52
3231,987,51
3232,3968,67
3232,2060,66
3232,7551,65
3233,3968,59
3233,2060,58
3233,7551,57
3234,2159,73
3234,3565,69
3234,2419,63
3235,10761,72
3235,7454,67
3235,3161,63
3236,4883,66
3236,5672,63
3236,7979,63
3237,5648,65
3237,3147,64
3237,3953,63
3238,1620,77
3238,8857,75
3238,8278,72
3239,7916,64
3239,4117,64
3239,6069,60
3240,3516,60
3240,1680,54
3240,3208,53
3241,214,64
3241,6950,57
3241,1629,53
3242,8871,68
3242,4577,63
3242,10165,61
3243,9111,55
3243,2757,55
3243,7494,52
3244,6397,57
3244,10636,54
3244,736,51
3245,4034,55
3245,3716,55
3245,5606,50
3246,4117,68
3246,6842,66
3246,5238,66
3247,7737,74
3247,5802,64
3247,4864,64
3248,4182,70
3248,6765,55
3248,7738,55
3249,7739,65
3249,7791,58
3249,5763,52
3250,7740,80
3250,356,55
3250,5758,54
3251,7741,69
3251,218,56
3251,6271,55
3252,7748,60
3252,5403,52
3252,10231,49
3253,4927,75
3253,883,73
3253,5645,70
3254,7750,84
3254,6546,74
3254,1995,60
3255,7747,68
3255,2027,68
3255,4426,67
3256,7745,100
3256,6565,66
3256,3576,63
3257,3257,100
3257,10584,64
3257,6807,57
3258,3259,100
3258,6413,64
3258,1547,60
3259,3259,100
3259,6413,64
3259,1547,60
3260,473,80
3260,7751,76
3260,9082,72
3261,8243,47
3261,1945,45
3261,975,44
3262,3377,58
3262,10659,56
3262,8211,53
3263,5452,63
3263,1508,59
3263,6318,58
3264,6209,65
3264,9454,58
3264,2189,58
3265,10659,52
3265,8896,50
3265,2183,48
3266,4013,53
3266,8847,48
3266,3091,47
3267,10776,51
3267,5855,49
3267,8524,48
3268,2621,42
3268,9598,38
3268,6684,37
3269,10236,63
3269,1438,63
3269,9740,63
3270,8885,54
3270,1147,51
3270,6933,47
3271,3218,59
3271,2954,49
3271,7915,48
3272,4066,67
3272,8359,64
3272,8728,64
3273,8278,81
3273,9953,81
3273,1106,79
3274,3846,61
3274,3402,59
3274,3281,56
3275,8657,73
3275,3207,72
3275,9087,72
3276,9680,71
3276,764,70
3276,6234,64
3277,10346,60
3277,5750,57
3277,8689,52
3278,6465,66
3278,192,65
3278,10299,62
3279,7365,65
3279,8380,57
3279,724,56
3280,3555,66
3280,3435,66
3280,3586,63
3281,4067,63
3281,8574,62
3281,1569,62
3282,8894,62
3282,3865,59
3282,8044,56
3283,5422,64
3283,9527,63
3283,3749,62
3284,3528,62
3284,4341,61
3284,10732,59
3285,6609,62
3285,7476,61
3285,7535,55
3286,2364,74
3286,1427,62
3286,7990,62
3287,1173,55
3287,7708,55
3287,7221,54
3288,3290,76
3288,9962,63
3288,780,58
3289,3292,65
3289,3349,57
3289,10659,51
3290,3288,76
3290,9962,54
3290,463,50
3291,9126,55
3291,7451,47
3291,5726,46
3292,3289,65
3292,9962,59
3292,3288,57
3293,3302,59
3293,3299,53
3293,279,51
3294,3034,40
3294,3522,39
3294,669,37
3295,3898,61
3295,9640,54
3295,322,46
3296,3305,54
3296,9918,46
3296,1833,44
3297,3381,62
3297,6454,53
3297,562,50
3298,10326,63
3298,9521,59
3298,3207,56
3299,3302,90
3299,3306,73
3299,3718,57
3300,2647,57
3300,3306,52
3300,3302,47
3301,3396,60
3301,5515,55
3301,3299,53
3302,3299,90
3302,3306,82
3302,1398,62
3303,3304,67
3303,3035,47
3303,9024,47
3304,3303,67
3304,3589,55
3304,176,54
3305,3296,54
3305,2091,36
3305,8033,35
3306,3302,82
3306,3299,73
3306,3720,63
3307,7275,46
3307,4031,44
3307,2665,43
3308,1861,60
3308,10288,58
3308,10475,56
3309,4775,63
3309,1299,60
3309,10106,56
3310,8430,69
3310,10398,65
3310,10391,65
3311,4433,64
3311,10152,56
3311,1885,48
3312,2743,59
3312,2385,58
3312,3625,57
3313,1451,63
3313,7130,53
3313,4472,51
3314,2339,45
3314,8398,43
3314,317,43
3315,6328,72
3315,1199,64
3315,4899,62
3316,10617,64
3316,9354,60
3316,9242,58
3317,3390,66
3317,1443,64
3317,5443,60
3318,2246,80
3318,10107,79
3318,1218,79
3319,9951,45
3319,6058,43
3319,990,42
3320,6426,56
3320,9423,50
3320,1186,49
3321,6203,61
3321,2723,60
3321,3568,60
3322,5140,53
3322,628,47
3322,6066,47
3323,8070,69
3323,4820,65
3323,680,61
3324,1247,73
3324,5786,69
3324,1789,63
3325,6067,55
3325,5115,46
3325,819,45
3326,7057,75
3326,3010,69
3326,4899,66
3327,7216,85
3327,4901,64
3327,166,61
3328,5160,63
3328,4263,63
3328,4134,62
3329,98,59
3329,3704,59
3329,2348,58
3330,8433,80
3330,9914,72
3330,5292,72
3331,5913,57
3331,2873,57
3331,4447,56
3332,7183,53
3332,372,50
3332,8168,47
3333,2382,66
3333,9002,63
3333,2348,62
3334,5680,56
3334,7384,52
3334,5567,48
3335,2563,64
3335,6279,62
3335,10493,56
3336,4966,72
3336,2646,70
3336,7290,69
3337,6361,64
3337,3632,61
3337,8652,59
3338,4698,65
3338,1468,55
3338,8688,53
3339,526,61
3339,7297,57
3339,7399,56
3340,2929,53
3340,2037,49
3340,7603,49
3341,985,66
3341,3860,65
3341,1457,65
3342,2070,49
3342,4988,49
3342,6970,48
3343,8380,77
3343,1785,75
3343,496,71
3344,10505,67
3344,8036,56
3344,6950,56
3345,760,63
3345,1779,56
3345,4938,55
3346,1763,60
3346,4983,53
3346,3473,53
3347,5983,55
3347,8006,50
3347,1368,48
3348,2302,47
3348,2299,47
3348,6952,45
3349,3289,57
3349,9167,50
3349,6013,49
3350,5958,52
3350,6090,44
3350,6750,44
3351,1229,50
3351,1730,47
3351,419,45
3352,9167,43
3352,1595,42
3352,7914,41
3353,10494,38
3353,10742,38
3353,6949,37
3354,8135,65
3354,8127,59
3354,7420,58
3355,3591,60
3355,4125,54
3355,2693,51
3356,5392,69
3356,522,68
3356,4370,62
3357,8506,78
3357,525,77
3357,6313,65
3358,3767,63
3358,5442,63
3358,10585,61
3359,3495,54
3359,7441,48
3359,9385,47
3360,6842,79
3360,6486,78
3360,4117,77
3361,7743,83
3361,1521,80
3361,5404,79
3362,475,55
3362,5086,55
3362,9191,52
3363,5156,63
3363,8489,60
3363,794,55
3364,5360,62
3364,6215,58
3364,7628,55
3365,6421,83
3365,6090,74
3365,6318,72
3366,707,60
3366,5510,53
3366,7532,53
3367,374,54
3367,9543,53
3367,9673,51
3368,3725,63
3368,1219,60
3368,960,56
3369,1957,64
3369,3456,58
3369,3962,57
3370,9425,44
3370,9670,35
3370,2320,35
3371,6244,51
3371,1389,50
3371,692,49
3372,2891,97
3372,2102,58
3372,5339,51
3373,1953,57
3373,3915,51
3373,51,49
3374,796,47
3374,1289,44
3374,5289,42
3375,6273,57
3375,5676,49
3375,6972,48
3376,9865,66
3376,4045,65
3376,8962,56
3377,6695,77
3377,8108,72
3377,8471,68
3378,2348,80
3378,3817,76
3378,555,76
3379,10405,67
3379,4600,66
3379,5732,65
3380,479,59
3380,1676,54
3380,5515,54
3381,5166,67
3381,3297,62
3381,9468,60
3382,5148,60
3382,4487,58
3382,3520,56
3383,3383,100
3383,3392,76
3383,8001,65
3384,3383,100
3384,3392,76
3384,8001,65
3385,5164,67
3385,3391,65
3385,6108,61
3386,6029,88
3386,1112,73
3386,880,72
3387,7705,66
3387,9508,60
3387,3377,59
3388,3389,100
3388,3393,64
3388,9006,63
3389,3389,100
3389,3393,64
3389,9006,63
3390,3317,66
3390,4083,60
3390,5834,59
3391,3385,65
3391,9043,62
3391,3629,60
3392,3384,76
3392,3383,76
3392,3787,66
3393,3388,64
3393,3389,64
3393,3629,61
3394,9333,66
3394,1049,59
3394,3388,56
3395,4761,58
3395,9103,57
3395,6215,53
3396,2063,69
3396,6163,66
3396,3301,60
3397,2370,57
3397,3545,48
3397,6480,45
3398,2690,45
3398,2688,45
3398,4726,43
3399,7876,68
3399,7867,68
3399,2015,45
3400,7065,69
3400,10793,60
3400,2272,60
3401,5340,67
3401,6271,65
3401,5319,64
3402,899,62
3402,3161,60
3402,3274,59
3403,10453,61
3403,10598,60
3403,4056,52
3404,508,54
3404,2745,49
3404,1579,44
3405,8354,73
3405,1465,69
3405,5653,69
3406,4110,64
3406,5545,56
3406,8208,55
3407,1431,53
3407,8930,51
3407,1611,51
3408,8981,54
3408,8586,52
3408,6606,48
3409,5616,54
3409,2380,47
3409,4695,47
3410,7674,33
3410,9732,33
3410,5868,32
3411,7322,47
3411,9666,46
3411,480,44
3412,3127,48
3412,3012,47
3412,3737,45
3413,4854,62
3413,2955,61
3413,2766,57
3414,7290,80
3414,1492,72
3414,4435,70
3415,1826,58
3415,6829,57
3415,2672,56
3416,6475,51
3416,1701,50
3416,699,50
3417,6628,77
3417,10031,65
3417,9704,63
3418,1799,70
3418,98,60
3418,773,58
3419,8209,73
3419,8350,61
3419,9432,61
3420,7753,62
3420,2080,60
3420,3490,60
3421,3386,67
3421,6029,64
3421,5934,60
3422,336,65
3422,10031,64
3422,733,60
3423,5603,65
3423,9994,59
3423,4241,55
3424,834,55
3424,4235,54
3424,8586,54
3425,8084,72
3425,4250,59
3425,2182,56
3426,6696,86
3426,7982,84
3426,2785,79
3427,9743,59
3427,4277,57
3427,9959,57
3428,3554,66
3428,3543,65
3428,5562,63
3429,9588,61
3429,3748,61
3429,10365,59
3430,2047,47
3430,2691,45
3430,2985,45
3431,9567,77
3431,6663,76
3431,2348,72
3432,986,68
3432,10338,59
3432,9581,58
3433,9795,81
3433,8250,75
3433,5363,68
3434,886,67
3434,6720,64
3434,7994,58
3435,3586,69
3435,3431,69
3435,9567,69
3436,7233,81
3436,7229,80
3436,7049,57
3437,522,57
3437,5787,52
3437,2769,46
3438,8785,68
3438,2020,66
3438,4387,63
3439,6040,70
3439,1209,61
3439,10246,56
3440,8134,66
3440,10669,63
