perfume_index,similar_perfume_index,rounded_percentage_match
8834,7026,50
8835,7800,73
8835,7169,71
8835,7523,67
8836,9439,55
8836,2280,51
8836,3897,50
8837,7237,56
8837,9109,55
8837,2921,50
8838,88,66
8838,522,64
8838,3861,63
8839,7767,57
8839,1424,56
8839,9926,56
8840,4275,63
8840,4864,58
8840,9318,58
8841,6838,62
8841,6406,62
8841,10583,59
8842,10521,58
8842,4886,54
8842,9533,53
8843,1359,60
8843,7855,43
8843,6356,41
8844,693,59
8844,2024,57
8844,6451,56
8845,9081,66
8845,9229,61
8845,5583,59
8846,8558,56
8846,4834,54
8846,6138,52
8847,7240,60
8847,3091,59
8847,2443,58
8848,4774,50
8848,5212,47
8848,5854,46
8849,9025,80
8849,7497,78
8849,3592,73
8850,7863,59
8850,3966,58
8850,2242,54
8851,7515,68
8851,7183,63
8851,8630,59
8852,8019,74
8852,3085,67
8852,3205,65
8853,8741,92
8853,8691,83
8853,4561,82
8854,4579,55
8854,4871,54
8854,3608,53
8855,5645,59
8855,9518,57
8855,940,54
8856,5048,53
8856,97,46
8856,6593,46
8857,3238,75
8857,742,72
8857,5702,65
8858,9233,87
8858,9245,86
8858,9244,85
8859,6754,64
8859,4369,52
8859,7743,48
8860,5219,65
8860,98,64
8860,4180,64
8861,10483,75
8861,3817,72
8861,4387,71
8862,842,60
8862,10398,54
8862,10391,54
8863,9086,65
8863,9078,56
8863,4763,55
8864,8864,100
8864,4055,97
8864,9409,95
8865,319,87
8865,4114,65
8865,3952,57
8866,1500,92
8866,5371,92
8866,1903,87
8867,1218,100
8867,8867,100
8867,3111,99
8868,10302,60
8868,3840,59
8868,3574,58
8869,9237,90
8869,5370,77
8869,3952,74
8870,2398,47
8870,2589,47
8870,7595,46
8871,4577,87
8871,10165,79
8871,5419,77
8872,712,93
8872,3026,89
8872,1893,87
8873,6872,100
8873,3736,91
8873,7812,90
8874,2740,72
8874,7564,62
8874,5365,58
8875,9902,81
8875,4384,72
8875,7610,72
8876,2495,86
8876,341,80
8876,8634,80
8877,9911,72
8877,10642,68
8877,8122,61
8878,4060,94
8878,4370,90
8878,340,88
8879,9038,86
8879,3022,79
8879,9136,72
8880,3579,56
8880,435,56
8880,10119,54
8881,5466,80
8881,2070,66
8881,2436,62
8882,1763,85
8882,7653,66
8882,8883,63
8883,2507,88
8883,1505,78
8883,3565,76
8884,5167,59
8884,2586,57
8884,2583,55
8885,980,61
8885,3270,54
8885,9655,51
8886,9673,55
8886,1975,52
8886,3367,50
8887,9611,67
8887,6013,63
8887,2053,61
8888,4440,53
8888,4120,45
8888,2595,44
8889,1726,91
8889,690,79
8889,9871,74
8890,10051,58
8890,8051,55
8890,7302,54
8891,3829,79
8891,4948,66
8891,5437,61
8892,2447,79
8892,6424,76
8892,2204,74
8893,6035,36
8893,7859,34
8893,1352,33
8894,7161,72
8894,3282,62
8894,4991,62
8895,7991,64
8895,9159,57
8895,2880,54
8896,9433,68
8896,8898,68
8896,7866,64
8897,834,57
8897,4866,55
8897,7327,53
8898,8896,68
8898,8298,65
8898,5670,61
8899,8899,100
8899,8906,85
8899,10032,80
8900,3630,75
8900,9515,71
8900,8180,68
8901,6225,46
8901,3090,45
8901,8952,45
8902,6872,58
8902,8873,58
8902,1616,58
8903,8899,100
8903,8906,85
8903,10032,80
8904,8691,79
8904,7366,78
8904,4710,70
8905,9979,66
8905,9980,66
8905,6631,65
8906,10032,88
8906,8899,85
8906,8903,85
8907,2584,63
8907,2590,61
8907,873,59
8908,9965,56
8908,8285,55
8908,7279,54
8909,891,91
8909,722,79
8909,2065,73
8910,7551,70
8910,467,58
8910,3968,56
8911,7217,58
8911,10483,58
8911,1743,58
8912,1110,75
8912,6031,70
8912,1165,66
8913,3087,77
8913,8248,74
8913,5494,72
8914,4721,76
8914,2877,72
8914,10505,70
8915,334,79
8915,10501,74
8915,67,73
8916,10032,76
8916,8906,71
8916,9466,64
8917,5615,100
8917,4423,94
8917,1756,88
8918,1540,59
8918,1068,55
8918,2824,53
8919,8928,100
8919,3050,51
8919,730,51
8920,270,61
8920,10283,60
8920,2419,58
8921,4268,68
8921,4387,68
8921,3671,67
8922,1348,48
8922,4214,48
8922,9310,47
8923,8229,58
8923,5623,55
8923,5831,54
8924,7386,59
8924,8322,56
8924,4447,54
8925,6849,59
8925,10005,55
8925,428,54
8926,999,60
8926,9602,57
8926,10317,57
8927,7322,57
8927,1272,48
8927,6711,48
8928,8928,100
8928,3050,51
8928,730,51
8929,2691,71
8929,4357,68
8929,9535,59
8930,5610,70
8930,84,67
8930,3281,61
8931,1499,82
8931,2884,78
8931,2200,77
8932,2887,91
8932,5611,83
8932,8048,81
8933,4134,57
8933,7942,57
8933,3274,55
8934,7726,68
8934,8440,64
8934,6568,62
8935,8568,74
8935,8570,67
8935,10022,64
8936,3144,64
8936,10679,61
8936,5663,59
8937,8937,100
8937,9213,98
8937,413,93
8938,2876,79
8938,9724,69
8938,9270,65
8939,4497,61
8939,743,59
8939,1858,58
8940,10402,62
8940,4034,56
8940,8692,56
8941,10338,55
8941,3197,55
8941,9999,54
8942,10553,62
8942,6419,54
8942,3034,54
8943,4446,73
8943,8971,69
8943,7843,63
8944,712,78
8944,8872,73
8944,9703,71
8945,7673,64
8945,1470,63
8945,1909,57
8946,8747,77
8946,9669,70
8946,4944,64
8947,10500,69
8947,2934,58
8947,8831,56
8948,5376,61
8948,10626,60
8948,6900,53
8949,658,66
8949,9911,62
8949,1764,60
8950,8121,76
8950,9613,58
8950,523,58
8951,1345,63
8951,5852,63
8951,10110,62
8952,1970,65
8952,10596,63
8952,1066,61
8953,10413,58
8953,3054,57
8953,8360,53
8954,9378,61
8954,6949,59
8954,1573,56
8955,6415,54
8955,8428,52
8955,3277,50
8956,4116,60
8956,5285,59
8956,10033,56
8957,2037,68
8957,7603,68
8957,7857,66
8958,2649,83
8958,4386,82
8958,9139,72
8959,1148,63
8959,5854,59
8959,8960,56
8960,8959,56
8960,1148,40
8960,5658,40
8961,10480,86
8961,7314,86
8961,496,86
8962,3768,62
8962,1362,58
8962,3134,56
8963,8036,71
8963,9527,52
8963,2531,52
8964,5752,41
8964,7910,41
8964,5449,41
8965,5207,93
8965,2990,81
8965,8429,76
8966,9767,48
8966,8186,46
8966,7190,46
8967,7255,55
8967,1883,54
8967,1841,49
8968,2647,44
8968,9206,43
8968,9182,40
8969,6328,62
8969,9898,61
8969,4899,54
8970,4944,68
8970,5986,59
8970,4759,58
8971,4505,73
8971,8943,69
8971,4446,69
8972,9807,61
8972,3422,58
8972,5398,56
8973,7247,57
8973,2369,53
8973,1403,51
8974,10287,55
8974,9142,54
8974,9049,54
8975,5566,54
8975,8038,50
8975,9382,49
8976,2477,69
8976,2415,65
8976,1172,61
8977,8513,49
8977,2450,47
8977,9216,47
8978,4806,65
8978,354,61
8978,2885,60
8979,1927,58
8979,8299,55
8979,10689,54
8980,16,58
8980,3033,53
8980,464,52
8981,1522,59
8981,738,55
8981,744,55
8982,1159,66
8982,1714,63
8982,9948,60
8983,3586,73
8983,3555,72
8983,4387,65
8984,2447,69
8984,6424,68
8984,2197,63
8985,1369,58
8985,4103,54
8985,6428,53
8986,5868,70
8986,9636,57
8986,275,57
8987,3113,64
8987,2001,63
8987,3128,63
8988,1965,63
8988,6512,61
8988,7079,60
8989,8036,66
8989,9123,66
8989,1362,57
8990,2220,53
8990,565,47
8990,9364,47
8991,5515,59
8991,10062,46
8991,7422,45
8992,4306,78
8992,4301,78
8992,240,78
8993,2315,58
8993,1165,53
8993,431,53
8994,7214,72
8994,8548,63
8994,2004,62
8995,9761,61
8995,6150,58
8995,4048,57
8996,9652,68
8996,231,64
8996,8563,62
8997,7917,63
8997,5229,59
8997,5232,59
8998,7017,59
8998,9863,51
8998,2679,51
8999,9786,57
8999,8029,56
8999,5123,52
9000,5294,59
9000,1751,58
9000,1045,57
9001,2260,54
9001,8619,51
9001,3413,51
9002,6076,70
9002,6072,70
9002,3651,69
9003,2224,42
9003,2956,41
9003,1595,40
9004,4864,59
9004,6056,48
9004,228,47
9005,9010,63
9005,8205,62
9005,8883,58
9006,9043,65
9006,3388,63
9006,3389,63
9007,4964,61
9007,6251,53
9007,6544,51
9008,8422,64
9008,6829,64
9008,6469,56
9009,9047,69
9009,10601,67
9009,9639,67
9010,9005,63
9010,8883,57
9010,9946,57
9011,2363,58
9011,99,55
9011,7721,55
9012,3107,74
9012,6762,70
9012,2392,69
9013,1368,48
9013,3615,45
9013,6218,44
9014,7521,50
9014,9111,45
9014,5556,45
9015,9378,62
9015,7340,59
9015,8679,59
9016,2599,70
9016,2031,64
9016,5441,63
9017,9793,56
9017,9794,56
9017,10541,52
9018,1365,72
9018,2538,70
9018,2586,69
9019,3135,74
9019,6394,66
9019,5825,63
9020,5120,62
9020,5998,59
9020,5999,59
9021,787,69
9021,2165,63
9021,8679,63
9022,9627,44
9022,9922,43
9022,10647,43
9023,4174,62
9023,2745,59
9023,10564,55
9024,7340,61
9024,5369,57
9024,83,54
9025,7497,81
9025,8849,80
9025,2565,72
9026,4478,59
9026,6037,53
9026,3368,49
9027,4686,70
9027,3377,67
9027,5014,63
9028,2720,64
9028,9073,56
9028,10744,54
9029,2208,57
9029,5924,55
9029,9081,52
9030,4412,49
9030,3395,48
9030,9103,48
9031,760,67
9031,962,60
9031,4938,58
9032,4390,61
9032,5307,58
9032,2732,55
9033,3616,70
9033,6591,66
9033,606,65
9034,2873,63
9034,8099,51
9034,2563,50
9035,5238,83
9035,8380,75
9035,10654,74
9036,9039,71
9036,9245,64
9036,9233,64
9037,8042,70
9037,8741,69
9037,8876,68
9038,8879,86
9038,6748,73
9038,3022,72
9039,8042,80
9039,9235,78
9039,10037,78
9040,6632,58
9040,1375,56
9040,686,55
9041,3791,76
9041,3795,64
9041,623,60
9042,10538,62
9042,7674,49
9042,2035,45
9043,9006,65
9043,8260,64
9043,3391,62
9044,2846,63
9044,3778,59
9044,6780,57
9045,10347,70
9045,8853,66
9045,4341,63
9046,588,66
9046,3385,54
9046,901,54
9047,9009,69
9047,2766,67
9047,7292,66
9048,57,58
9048,9485,56
9048,4769,55
9049,1296,62
9049,3273,57
9049,8496,56
9050,6731,56
9050,5164,54
9050,9855,54
9051,7198,42
9051,4742,41
9051,10482,41
9052,1529,59
9052,7110,49
9052,2377,48
9053,987,52
9053,2051,46
9053,9441,42
9054,9277,63
9054,10654,63
9054,496,63
9055,871,70
9055,1632,70
9055,2571,68
9056,198,63
9056,9426,59
9056,2299,54
9057,3451,51
9057,4790,48
9057,4187,46
9058,1785,79
9058,478,78
9058,4868,76
9059,1518,49
9059,9761,49
9059,8440,48
9060,5773,59
9060,7153,55
9060,9436,53
9061,911,60
9061,8670,57
9061,3640,50
9062,3014,67
9062,10281,65
9062,833,61
9063,6227,47
9063,2914,45
9063,9677,42
9064,5660,51
9064,7968,50
9064,9708,48
9065,1299,56
9065,7968,55
9065,9093,54
9066,9066,100
9066,766,71
9066,1347,63
9067,8932,68
9067,2887,65
9067,5698,64
9068,2352,65
9068,1758,61
9068,4712,59
9069,2285,65
9069,4182,64
9069,144,61
9070,2835,59
9070,2986,58
9070,5788,57
9071,8043,72
9071,4425,64
9071,8891,61
9072,5636,72
9072,9849,70
9072,9964,64
9073,9028,56
9073,9178,56
9073,2720,53
9074,1646,76
9074,2685,61
9074,7654,55
9075,6451,82
9075,10396,79
9075,7883,71
9076,6419,69
9076,771,66
9076,1762,63
9077,1783,70
9077,6420,62
9077,4840,60
9078,5239,65
9078,9666,59
9078,8487,58
9079,4113,76
9079,6071,73
9079,3817,72
9080,1521,85
9080,5404,84
9080,1783,83
9081,8845,66
9081,1362,59
9081,2535,59
9082,3260,72
9082,473,68
9082,6568,67
9083,8082,68
9083,7413,66
9083,10287,62
9084,2872,65
9084,4021,64
9084,2833,63
9085,8328,67
9085,10347,67
9085,126,63
9086,8487,73
9086,7389,69
9086,7391,69
9087,3275,72
9087,9301,69
9087,3207,65
9088,7176,58
9088,6891,53
9088,6882,48
9089,2126,71
9089,8783,68
9089,7859,65
9090,3801,93
9090,3807,76
9090,3808,74
9091,3492,74
9091,4122,66
9091,5647,65
9092,7507,73
9092,7121,67
9092,5058,67
9093,4922,72
9093,10565,71
9093,6943,66
9094,4981,55
9094,1169,52
9094,1556,48
9095,9738,60
9095,1622,59
9095,1621,59
9096,3503,83
9096,2168,76
9096,4981,73
9097,8513,71
9097,6874,64
9097,5891,60
9098,2608,83
9098,792,68
9098,8137,65
9099,9099,100
9099,4774,50
9099,1293,48
9100,9099,100
9100,4774,50
9100,1293,48
9101,1747,58
9101,8716,51
9101,1173,50
9102,5389,67
9102,8061,64
9102,5154,64
9103,6758,65
9103,1406,61
9103,9344,59
9104,1925,62
9104,8079,56
9104,285,55
9105,10165,72
9105,6260,67
9105,4575,63
9106,7484,69
9106,5046,69
9106,7213,68
9107,4264,57
9107,4895,54
9107,9785,53
9108,10590,85
9108,6845,78
9108,8812,68
9109,8266,63
9109,5109,62
9109,9678,58
9110,5043,54
9110,7483,53
9110,1881,51
9111,5238,67
9111,8380,62
9111,1785,60
9112,2351,67
9112,2722,58
9112,2818,57
9113,4998,80
9113,8298,69
9113,270,68
9114,10446,79
9114,4746,74
9114,1475,71
9115,6145,58
9115,7980,54
9115,8539,53
9116,9616,60
9116,8139,59
9116,559,56
9117,7414,64
9117,4241,63
9117,3186,63
9118,9761,66
9118,2543,64
9118,7777,62
9119,7383,64
9119,8134,63
9119,6507,58
9120,2824,69
9120,3489,67
9120,3796,66
9121,5159,70
9121,3989,66
9121,9002,64
9122,10557,58
9122,6137,51
9122,2406,50
9123,8989,66
9123,7499,53
9123,7498,53
9124,6781,58
9124,5859,55
9124,9354,52
9125,6103,53
9125,4423,52
9125,556,52
9126,3719,58
9126,3291,55
9126,8206,52
9127,3254,58
9127,7750,58
9127,9602,56
9128,1629,60
9128,1630,60
9128,5063,59
9129,3153,48
9129,5637,45
9129,6792,45
9130,9012,67
9130,3874,61
9130,3107,59
9131,9134,50
9131,10640,48
9131,3693,46
9132,4815,63
9132,1961,52
9132,2808,51
9133,1299,70
9133,8422,63
9133,6829,62
9134,1596,65
9134,7303,53
9134,2267,50
9135,3723,61
9135,3703,58
9135,9137,57
9136,8879,72
9136,3022,71
9136,1373,66
9137,9680,61
9137,764,59
9137,10567,58
9138,2498,70
9138,1661,66
9138,2750,63
9139,1209,72
9139,8958,72
9139,8790,72
9140,2393,58
9140,5898,57
9140,7115,56
9141,6631,80
9141,6627,80
9141,894,74
9142,2386,79
9142,4346,62
9142,4849,62
9143,9154,84
9143,9155,78
9143,9153,77
9144,9154,74
9144,9155,71
9144,9143,69
9145,2390,63
9145,1613,54
9145,7879,54
9146,634,59
9146,7232,55
9146,3419,53
9147,9798,56
9147,10637,52
9147,7157,51
9148,4716,74
9148,5615,69
9148,8917,69
9149,4402,66
9149,4742,49
9149,4406,49
9150,2848,56
9150,6947,55
9150,9407,55
9151,398,55
9151,4335,54
9151,4045,51
9152,9154,76
9152,9143,71
9152,9153,71
9153,9154,82
9153,9143,77
9153,9155,77
9154,9143,84
9154,9155,83
9154,9153,82
9155,9154,83
9155,9143,78
9155,9153,77
9156,5969,67
9156,7883,67
9156,736,65
9157,775,77
9157,8443,77
9157,4361,59
9158,1954,68
9158,8169,65
9158,4576,59
9159,6039,75
9159,1764,62
9159,5384,59
9160,10725,70
9160,10731,70
9160,405,68
9161,3545,62
9161,2370,60
9161,6832,56
9162,9,60
9162,1574,59
9162,4275,53
9163,2167,47
9163,5210,47
9163,6106,47
9164,46,68
9164,5810,66
9164,2115,52
9165,8323,61
9165,10459,57
9165,5738,56
9166,4275,63
9166,8096,61
9166,9318,61
9167,9173,68
9167,7914,60
9167,4656,53
9168,8099,61
9168,3923,59
9168,7974,55
9169,45,55
9169,6173,51
9169,5566,34
9170,8808,73
9170,6424,69
9170,2447,67
9171,5786,54
9171,4656,51
9171,1143,50
9172,8296,55
9172,3122,53
9172,7696,51
9173,9167,68
9173,6660,65
9173,6360,62
9174,9547,82
9174,9319,64
9174,8535,61
9175,7057,63
9175,4899,58
9175,2427,55
9176,5828,93
9176,3910,83
9176,4256,80
9177,2484,58
9177,1635,55
9177,492,54
9178,5010,69
9178,1714,67
9178,3426,66
9179,5514,57
9179,5738,55
9179,4336,54
9180,168,65
9180,10347,65
9180,8328,62
9181,5372,60
9181,2467,56
9181,10530,54
9182,5774,57
9182,9785,48
9182,9974,46
9183,2295,51
9183,4259,43
9183,9956,40
9184,2338,50
9184,4882,47
9184,8271,46
9185,3606,47
9185,9902,41
9185,3480,40
9186,4607,59
9186,6592,54
9186,2351,51
9187,7673,49
9187,7029,49
9187,9195,47
9188,10026,81
9188,10344,74
9188,519,74
9189,10585,52
9189,4436,48
9189,2464,48
9190,1160,64
9190,5711,63
9190,10464,62
9191,4496,73
9191,933,73
9191,475,69
9192,9192,100
9192,3492,71
9192,4056,69
9193,7532,62
9193,5510,62
9193,2419,61
9194,4657,61
9194,8965,59
9194,2990,55
9195,4754,56
9195,1032,52
9195,10510,49
9196,9211,68
9196,1043,64
9196,7039,63
9197,207,59
9197,7682,57
9197,7681,57
9198,5199,46
9198,4178,45
9198,7312,45
9199,5592,62
9199,4387,59
9199,802,58
9200,5491,63
9200,1550,62
9200,7681,61
9201,892,63
9201,10399,59
9201,7116,58
9202,2281,63
9202,4260,60
9202,174,54
9203,886,67
9203,67,62
9203,88,60
9204,7536,55
9204,3964,53
9204,4427,50
9205,511,54
9205,6315,51
9205,294,48
9206,3236,63
9206,4883,53
9206,7979,51
9207,6096,46
9207,1106,46
9207,3853,44
9208,4204,59
9208,10808,50
9208,2063,44
9209,1496,81
9209,10016,55
9209,6070,55
9210,2246,91
9210,10107,89
9210,8867,89
9211,9196,68
9211,9139,60
9211,7039,59
9212,7652,63
9212,1528,54
9212,1502,47
9213,7839,98
9213,8937,98
9213,413,90
9214,9227,79
9214,5789,69
9214,495,67
9215,9516,87
9215,2005,60
9215,3967,52
9216,5836,68
9216,8513,63
9216,9097,57
9217,8274,89
9217,8657,83
9217,8380,83
9218,10630,75
9218,9477,57
9218,4061,54
9219,9222,100
9219,10555,58
9219,8430,57
9220,1058,62
9220,4370,60
9220,10370,55
9221,5370,83
9221,8869,74
9221,9237,70
9222,9222,100
9222,10555,58
9222,8430,57
9223,6068,72
9223,5461,65
9223,3703,63
9224,2242,58
9224,6522,55
9224,5335,55
9225,1704,66
9225,3144,62
9225,2870,61
9226,322,92
9226,8329,80
9226,6397,70
9227,5789,85
9227,1503,82
9227,9214,79
9228,4682,69
9228,6875,68
9228,2686,68
9229,1897,93
9229,7997,66
9229,9568,65
9230,9746,94
9230,3986,60
9230,130,57
9231,792,58
9231,7611,54
9231,1913,52
9232,6815,60
9232,2594,56
9232,4562,54
9233,9245,98
9233,9244,97
9233,353,93
9234,894,60
9234,5703,57
9234,9406,55
9235,2669,90
9235,6753,90
9235,3724,90
9236,6247,82
9236,7909,49
9236,7786,48
9237,8869,90
9237,5370,74
9237,9221,70
9238,1498,100
9238,1906,81
9238,7534,57
9239,8036,47
9239,5200,47
9239,9582,46
9240,2688,84
9240,2690,84
9240,3065,67
9241,7805,72
9241,3967,68
9241,5322,65
9242,8266,69
9242,3723,67
9242,9345,60
9243,7618,61
9243,2852,54
9243,1541,49
9244,9233,97
9244,353,96
9244,9245,95
9245,9233,98
9245,9244,95
9245,353,95
9246,3194,88
9246,6747,86
9246,1521,82
9247,1693,61
9247,9604,60
9247,5494,59
9248,3486,64
9248,132,59
9248,2419,59
9249,707,66
9249,10357,55
9249,9128,50
9250,9262,100
9250,9263,100
9250,475,56
9251,8117,79
9251,4081,54
9251,1770,54
9252,4465,47
9252,2357,46
9252,7951,44
9253,2265,52
9253,10059,43
9253,9549,43
9254,2357,57
9254,8548,47
9254,3034,45
9255,7821,53
9255,10333,46
9255,1288,45
9256,67,70
9256,792,68
9256,2031,62
9257,9258,100
9257,1285,54
9257,3486,50
9258,9258,100
9258,1285,54
9258,3486,50
9259,8048,43
9259,7525,43
9259,6885,42
9260,1766,49
9260,791,46
9260,6889,43
9261,7983,59
9261,4241,57
9261,1165,55
9262,9262,100
9262,9263,100
9262,475,56
9263,9262,100
9263,9263,100
9263,475,56
9264,3036,54
9264,9492,52
9264,8053,52
9265,3895,55
9265,6221,52
9265,4703,48
9266,9062,59
9266,9714,55
9266,8090,55
9267,7054,61
9267,8832,60
9267,5134,55
9268,6729,48
9268,5487,48
9268,2436,48
9269,4491,56
9269,2990,50
9269,8029,46
9270,8938,65
9270,50,64
9270,2876,60
9271,9912,71
9271,9905,65
9271,4291,56
9272,1976,58
9272,2990,51
9272,7758,51
9273,7162,71
9273,1216,50
9273,3218,50
9274,7286,76
9274,422,58
9274,9473,56
9275,9176,57
9275,5828,55
9275,4256,54
9276,4239,56
9276,3816,52
9276,3037,48
9277,10654,100
9277,9277,100
9277,496,100
9278,1296,78
9278,7871,73
9278,6828,66
9279,10199,56
9279,6320,35
9279,7856,33
9280,724,76
9280,6483,76
9280,5415,73
9281,3863,72
9281,10690,57
9281,10650,52
9282,7401,61
9282,6643,53
9282,118,48
9283,7513,50
9283,8371,45
9283,6538,44
9284,4013,55
9284,3720,53
9284,9,53
9285,10795,46
9285,3751,44
9285,7992,41
9286,9518,78
9286,1765,76
9286,2244,75
9287,726,82
9287,7812,78
9287,8864,78
9288,8853,64
9288,8741,63
9288,8323,60
9289,8573,62
9289,6874,57
9289,7823,54
9290,4770,58
9290,2031,56
9290,10785,55
9291,9294,100
9291,9293,60
9291,6205,47
9292,4164,35
9292,8871,29
9292,1519,28
9293,9294,60
9293,9291,60
9293,3556,52
9294,9294,100
9294,9293,60
9294,6205,47
9295,3893,48
9295,148,45
9295,1032,45
9296,6644,61
9296,2035,59
9296,4862,59
9297,3194,74
9297,8269,72
9297,6747,72
9298,3210,67
9298,732,64
9298,7757,63
9299,2878,100
9299,4358,100
9299,7424,75
9300,9910,61
9300,3275,60
9300,6483,59
9301,9087,69
9301,2129,67
9301,6560,65
9302,578,75
9302,1632,58
9302,9966,58
9303,4612,37
9303,1469,36
9303,2904,34
9304,10693,57
9304,3605,55
9304,3204,51
9305,727,72
9305,2034,64
9305,750,63
9306,5754,45
9306,9782,44
9306,7607,44
9307,1326,55
9307,7778,54
9307,1397,52
9308,5875,59
9308,9794,48
9308,9793,48
9309,3988,60
9309,8965,58
9309,10406,58
9310,7805,76
9310,6762,74
9310,7223,72
9311,8573,51
9311,9097,50
9311,9612,48
9312,4941,69
9312,8351,67
9312,2783,58
9313,3749,66
9313,5395,64
9313,2543,59
9314,2990,59
9314,8965,58
9314,5207,58
9315,2920,65
9315,8648,56
9315,4742,36
9316,10054,72
9316,4617,71
9316,887,69
9317,757,89
9317,1523,67
9317,740,65
9318,4481,75
9318,4275,72
9318,2020,70
9319,6023,79
9319,3049,76
9319,9174,64
9320,8737,100
9320,729,93
9320,723,93
9321,5167,71
9321,5236,63
9321,212,55
9322,6315,67
9322,183,65
9322,38,65
9323,6176,58
9323,6474,50
9323,4015,49
9324,1917,48
9324,6918,42
9324,1361,41
9325,3442,61
9325,1364,59
9325,1161,58
9326,7527,65
9326,9757,62
9326,7524,62
9327,1325,68
9327,5015,56
9327,5016,53
9328,1832,67
9328,8783,62
9328,1761,61
9329,3260,45
9329,473,44
9329,521,44
9330,6660,42
9330,4446,40
9330,5308,40
9331,5392,58
9331,8878,58
9331,4370,58
9332,6269,47
9332,5964,46
9332,691,45
9333,3394,66
9333,9191,63
9333,4124,62
9334,6746,61
9334,2736,59
9334,6021,58
9335,8838,57
9335,2929,56
9335,8695,56
9336,2918,53
9336,2600,51
9336,2561,49
9337,5381,58
9337,4957,57
9337,4958,55
9338,9226,53
9338,3854,53
9338,6205,51
9339,10750,77
9339,2411,65
9339,2397,61
9340,4355,46
9340,399,44
9340,7451,40
9341,3207,67
9341,9591,64
9341,9619,61
9342,7130,58
9342,482,58
9342,1494,58
9343,8208,63
9343,3401,56
9343,438,56
9344,1404,62
9344,9103,59
9344,2658,58
9345,7248,65
9345,7247,63
9345,9242,60
9346,4505,58
9346,8839,53
9346,4977,49
9347,2536,58
9347,1896,52
9347,5665,49
9348,7651,69
9348,5326,63
9348,8992,62
9349,3172,58
9349,2780,57
9349,1801,50
9350,4125,54
9350,8851,47
9350,1843,46
9351,3030,47
9351,3029,46
9351,7158,41
9352,8278,72
9352,2571,71
9352,5211,66
9353,4372,70
9353,5982,66
9353,5158,65
9354,9953,64
9354,3316,60
9354,1444,60
9355,1215,58
9355,3005,51
9355,3897,50
9356,2769,66
9356,88,65
9356,522,58
9357,5591,70
9357,2714,69
9357,3572,63
9358,7596,63
9358,4948,60
9358,4242,59
9359,7793,71
9359,8444,69
9359,6592,68
9360,2384,49
9360,4392,45
9360,7889,44
9361,3454,64
9361,9966,58
9361,4310,53
9362,6949,66
9362,4935,62
9362,2448,56
9363,10261,76
9363,1366,70
9363,9833,68
9364,5976,62
9364,6090,56
9364,5452,55
9365,1106,71
9365,2164,67
9365,759,59
9366,6585,42
9366,9370,42
9366,4865,41
9367,8958,54
9367,2824,52
9367,627,51
9368,6513,74
9368,321,74
9368,7419,61
9369,8380,64
9369,9138,62
9369,5706,61
9370,9832,54
9370,9373,54
9370,1714,53
9371,9710,73
9371,9747,62
9371,1369,56
9372,5747,65
9372,7123,61
9372,9410,60
9373,5773,54
9373,9370,54
9373,2903,52
9374,9674,54
9374,1300,54
9374,8676,50
9375,9833,70
9375,1529,66
9375,5593,65
9376,9510,53
9376,5765,49
9376,8424,43
9377,9792,59
9377,9784,54
9377,7954,52
9378,3134,81
9378,3125,81
9378,127,70
9379,5692,57
9379,7614,51
9379,8036,50
9380,7438,63
9380,9390,52
9380,1148,51
9381,7118,54
9381,5330,54
9381,8459,53
9382,9385,56
9382,9384,56
9382,8975,49
9383,2457,50
9383,7221,43
9383,9385,41
9384,9384,100
9384,9382,56
9384,1639,49
9385,9384,100
9385,9382,56
9385,1639,49
9386,1545,39
9386,10312,37
9386,9397,36
9387,9388,97
9387,6921,71
9387,4600,50
9388,9387,97
9388,6921,69
9388,4600,48
9389,7344,57
9389,3425,52
9389,6541,51
9390,7703,56
9390,9021,55
9390,10399,54
9391,10414,51
9391,187,44
9391,7275,43
9392,8629,49
9392,2257,49
9392,9538,46
9393,8497,60
9393,10406,55
9393,9194,55
9394,7546,61
9394,6723,54
9394,7368,52
9395,9396,93
9395,1459,60
9395,7500,57
9396,9395,93
9396,1234,56
9396,7179,54
9397,1299,42
9397,8609,40
9397,2995,39
9398,2582,41
9398,10447,39
9398,109,34
9399,2817,64
9399,6019,56
9399,9862,53
9400,2897,60
9400,979,59
9400,8962,56
9401,4933,64
9401,6929,61
9401,2041,60
9402,4907,61
9402,1148,57
9402,2186,56
9403,1795,77
9403,716,75
9403,723,75
9404,710,68
9404,8170,67
9404,1754,65
9405,6872,69
9405,8873,69
9405,3736,66
9406,6631,91
9406,2066,89
9406,2785,88
9407,6947,91
9407,4624,86
9407,9696,80
9408,2380,70
9408,4267,66
9408,6282,65
9409,8864,95
9409,7812,95
9409,4055,93
9410,7290,85
9410,606,75
9410,2020,75
9411,3821,79
9411,7749,70
9411,6436,65
9412,459,54
9412,4588,44
9412,6600,43
9413,9415,46
9413,9418,45
9413,627,43
9414,9420,98
9414,9418,46
9414,5006,44
9415,9416,47
9415,9413,46
9415,4259,40
9416,1714,48
9416,5199,47
9416,9415,47
9417,9418,81
9417,6024,48
9417,1899,44
9418,9417,81
9418,9419,49
9418,9420,47
9419,2810,51
9419,9418,49
9419,9417,42
9420,9414,98
9420,9418,47
9420,5006,45
9421,3539,54
9421,8432,51
9421,7480,50
9422,6753,90
9422,3724,90
9422,2669,90
9423,6631,75
